PRS_NAT;libelle;grand_poste;poste;sous_poste
1311;ACTES EN K CHIRURGICAL;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1312;ACTES DE SPECIALITE EN K;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1313;ACTES EN K D  URGENCE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1317;ACTES EN KCC: ACTES SPECIFIQUES DES CHIRURGIENS;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1318;ACTE DE PHONIATRIE PAR MEDECIN;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1321;ACTE DE CHIRURGIE CCAM;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1341;ACTES D  ANATOMO-CYTO-PATHOLOGIE/MEDECINS;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1352;ACTES TECHNIQUES MEDICAUX  (hors IMAGERIE) CCAM;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1361;VIDEOCAPSULE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1431;ACTES EN D (ET OCC POUR LA CRPCEN);Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1843;INDEMNITES FORFAITAIRES DE DEPLACEMENT MK ORTHOPEDIQUE ET RHUMATOLOGIQUE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1844;INDEMNITES FORFAITAIRES DE DEPLACEMENT MK RHUMATISMALE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1845;INDEMNITE FORFAITAIRE DEPLACEMENT NEUROLOGIQUE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1846;INDEMNITES FORFAITAIRES DE DEPLACEMENT MK PNEUMOLOGIE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1954;PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (CMU + AME);Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1956;PARTICIPATION ASSURE EN AMBULATOIRE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1960;SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL NON REMBOURSABLE (CNMSS);Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1961;SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL REMBOURSABLE (CNMSS);Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1981;FORFAIT IVG HONORAIRES DE VILLE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
2159;FORFAIT DE SECURITE DERMATOLOGIQUE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
2414;CONSULTATION IVG;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
2420;FORFAIT INTERVENTION DUREE < OU = 12 H PRIVE MEDIC;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
3214;ACTES EN BR;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
4113;PRATIQUES MEDICALES COMPLEMENTAIRES COTEES EN K;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
6126;FORFAIT GROSSESSE TAUX PLEIN TI;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6127;FORFAIT GROSSESSE TAUX REDUIT TI;Indemnités Journalières;IJ Maternité / Paternité;IJ réduites
9142;MAJORATION LIEE A UN K D  URGENCE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
9570;BRONCHO-PNEUMOPATHIE CHRONIQUE OBSTRUCTIVE;Actes Technique et de Chirurgie;Actes Technique & Chirurgie;Actes Technique & Chirurgie
1053;FORFAIT VSM;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
1054;BILAN MRTC;Autres;Divers;Divers
1062;CDE CONGE PARENTAL;Indemnités Journalières;IJ Maternité / Paternité;Congés (travailleurs indépendants)
1063;CDE CONGE MALADIE;Indemnités Journalières;IJ Maladie;Congés (travailleurs indépendants)
1064;CDE GARANTIE REVENU 1ERE ANNEE;Indemnités Journalières;Autres revenus de remplacement;Congés (travailleurs indépendants)
1065;FORFAIT EFFECTEUR SAS;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
1085;CONSULTATION PROTOCOLE COOPERATIF;Autres;Divers;Divers
1087;AIDE ASSISTANT MEDICAL  COMPLEMENT;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1097;TELE EXPERTISE DOSSIER TRAITANT;Consultations Visites;Télémédecine;Télémédecine
1128;DIFFERENTIEL REFERENT TRAITANT;Autres;Divers;Divers
1147;CONTESTATION FORFAIT MEDECIN TRAITANT;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
1156;CONT. CAS COT.SOC.;Rémunérations forfaitaires des PS;Pénalités & régularisations;Régularisations
1158;Acte de télé expertise;Consultations Visites;Télémédecine;Télémédecine
1160;INVESTISSEMENT ACTIVITE SAISONNIERE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1165;TÉLÉ EXPERTISE - ALD ET/OU EHPAD;Consultations Visites;Télémédecine;Télémédecine
1166;FORFAIT COMPLÉMENTAIRE TÉLÉ EXPERTISE;Consultations Visites;Télémédecine;Télémédecine
1167;VERSEMENT DE PENALITE DE RETARD AMO;Rémunérations forfaitaires des PS;Pénalités & régularisations;Régularisations
1170;PEC EXCEPTIONNELLE DÉPASSEMENT HONORAIRE;Autres;Divers;Divers
1173;FORFAIT PATIENTELE MEDECIN TRAITANT;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
1176;CONTRAT INDIVIDUEL EMBAUCHE - AVANCE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1180;ROSP MT ENFANT;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
1181;ROSP MT ENFANT COMPLEMENT;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
1183;CONTESTATION OPTAM;Rémunérations forfaitaires des PS;Pénalités & régularisations;Régularisations
1184;CONTRAT INDIVIDUEL EMBAUCHE - SOLDE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1185;MURAINE - PAIEMENT DU BONUS ANNUEL;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1186;CONTRAT INDIVIDUEL EMBAUCHE   OBJECTIFS COMPLEMENTAIRES;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1187;CONTRAT COLLECTIF   AIDE INVESTISSEMENT;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1188;CONTRAT COLLECTIF   ATTEINTE DES OBJECTIFS;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1189;CONTRAT DE FORMATION;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1190;TELESURVEILLANCE : PRIME VARIABLE;Consultations Visites;Télémédecine;Télémédecine
1193;TELE EXPERTISE DE NIVEAU 1;Consultations Visites;Télémédecine;Télémédecine
1194;TELE EXPERTISE DE NIVEAU 2;Consultations Visites;Télémédecine;Télémédecine
1196;FORFAIT INNOVATION SYSTEME DE SANTE;Autres;Divers;Divers
1197;FORFAIT REQUERANT;Autres;Divers;Divers
1198;FORFAIT REQUERANT COMPLEMENTAIRE;Autres;Divers;Divers
1199;DEMANDE TELEEXPERTISE;Consultations Visites;Télémédecine;Télémédecine
1201;TELESURVEILLANCE 1;Consultations Visites;Télémédecine;Télémédecine
1202;TELESURVEILLANCE 2;Consultations Visites;Télémédecine;Télémédecine
1223;MAJORATION MAINTIEN A DOMICILE;Autres;Divers;Divers
1411;ACTES EN SCM (ET SPA POUR LA CRPCEN);Autres;Divers;Divers
1425;COMPLEMENT AT 150% DENTAIRE;Autres;Divers;Divers
1426;PEC EXCEPTIONNELLE DÉPASSEMENT DENTAIRE ;Autres;Divers;Divers
1601;CONTRAT PRATIQUE VERSEMENT UNIQUEMENT;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1602;FORFAIT CONTRAT DE BONNES PRATIQUES;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1603;FORFAIT CONTRAT DE BONNES PRATIQUES CP1;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1604;FORFAIT CONTRAT DE BONNES PRATIQUES CP2;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1605;FORFAIT CONTRAT DE BONNES PRATIQUES CP3;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1609;CONTRAT DE BONNES PRATIQUES ZONE RURAL;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1611;CONTRAT DE BONNES PRATIQUES ZONE MONTAGNE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1612;CONTRAT DE BONNES PRATIQUES ZONE URBAINE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1613;CONTRAT DE BONNES PRATIQUES ZONE FRANCHE URBAINE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1614;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2006;Transports;Transports de malades;Transports
1615;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2007;Transports;Transports de malades;Transports
1616;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2008;Transports;Transports de malades;Transports
1617;REDEVANCE CHEF DE CLINIQUE;Autres;Divers;Divers
1619;CONTRAT SANTE SOLIDARITE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1622;CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE/LPP;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1623;REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS TRANSPORTS;Transports;Transports de malades;Transports
1624;REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1625;PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORT;Transports;Transports de malades;Transports
1626;PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1629;DEMO. AIDE FORFAITAIRE POLE SANTE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1631;DEMO. ACTIVITE POLE SANTE;Autres;Divers;Divers
1632;SST AIDE ACTIVITE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1633;SST FRAIS DEPLACEMENT;Autres;Divers;Divers
1634;CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1635;CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1636;CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1638;CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION SST;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1645;PAIEMENT PRISE EN CHARGE FRAIS DEPLACEMENT - CSTM;Autres;Divers;Divers
1650;AIDE A L'ACTIVITE   COTRAM;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
1653;PTMR  - MALADIE, MATERNITE, PATERNITE;Autres;Divers;Divers
1654;FORFAIT IPA;Autres;Divers;Divers
1701;CDS  MEDICAL OPTANT FORF DEBUT;Autres;Divers;Divers
1702;CDS MEDICAL OPTANT FORF FIN;Autres;Divers;Divers
1703;CDS MEDICAL OPTANT FORFTACITE;Autres;Divers;Divers
1704;CDS DENTAIRE OPTANT FORF INITIAL;Autres;Divers;Divers
1706;CDS DENTAIRE OPTANT FORF FINAL;Autres;Divers;Divers
1715;FORFAIT MENSUEL COORDONNATEUR;Autres;Divers;Divers
1716;FORFAIT MENSUEL PARTICIPATION;Autres;Divers;Divers
1717;FORFAIT MENSUEL SOINS;Autres;Divers;Divers
1718;FORFAIT D'ADHESION ZONE DEFICITAIRE;Autres;Divers;Divers
1915;FORFAIT ASTREINTE PROF;Rémunérations forfaitaires des PS;Permanence des soins;Permanence
1921;TEST DE DIAGNOSTIC RAPIDE ;Autres;Divers;Divers
1951;PARTICIPATION FORFAITAIRE HORS TIERS PAYANT;Autres;Divers;Divers
1952;PARTICIPATION FORFAITAIRE TIERS PAYANT;Autres;Divers;Divers
1955;PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (REGIME LOCAL);Autres;Divers;Divers
1971;FRANCHISE HORS TIERS PAYANT SUR MEDICAMENT;Autres;Divers;Divers
1973;FRANCHISE HORS TIERS PAYANT SUR TRANSPORT;Transports;Transports de malades;Transports
1975;FRANCHISE HORS TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX;Autres;Divers;Divers
1977;PARTICIPATION ASSURE HORS TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES;Autres;Divers;Divers
1990;FORFAIT D'INTERVENTION PAR SORTIE SUR DEMANDE DE LA REGULATION;Rémunérations forfaitaires des PS;Permanence des soins;Permanence
2102;PROTOCOLE FRANCO ALGERIEN;Autres;Divers;Divers
2124;ENTRAINEMENT A LA DPA;Autres;Divers;Divers
2125;ENTRAINEMENT A LA DPCA;Autres;Divers;Divers
2130;DOTATION MIXTE MEDECINE;Autres;Divers;Divers
2162;FORFAIT HAUTE TECHNICITE;Autres;Divers;Divers
2171;DIFFERENTIEL TARIFAIRE AME;Autres;Divers;Divers
2172;DIFFERENTIEL TARIFAIRE MIGRANTS;Autres;Divers;Divers
2177;DIFFERENTIEL SSR AME;Autres;Divers;Divers
2178;DIFFERENTIEL SSR MIGRANTS;Autres;Divers;Divers
2184;COORDINATION PRELEVEMENT D ORGANES;Autres;Divers;Divers
2192;DOTATION POPULATIONNELLE SSR;Hospitalisation;Dotations & forfaits établissements;Dotation SSR
2193;DOTATION DE TRANSFORMATION SSR;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
2194;PLATEAU TECHNIQUE SPECIALISE;Autres;Divers;Divers
2195;SUPPLEMENT ANTEPARTUM;Autres;Divers;Divers
2199;SUPPLEMENT  JOURNALIER ZONE BASSE;Autres;Divers;Divers
2206;VIH;Autres;Divers;Divers
2214;SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SEJOUR NON REMBOURSABLE (CNMSS);Autres;Divers;Divers
2215;SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SEJOUR REMBOURSABLE (CNMSS);Autres;Divers;Divers
2253;TARIF JOURNALIER PRESTATIONS;Autres;Divers;Divers
2254;VERSEMENT ACTIVITE SSR AME;Autres;Divers;Divers
2255;VERSEMENT SOINS URGENTS SSR;Autres;Divers;Divers
2256;FORFAIT INNOVATION ECLIPS;Autres;Divers;Divers
2288;FORFAIT INNOVATION ONCOGRAMME;Autres;Divers;Divers
2289;FORFAIT INNOVATION SUNRISE;Autres;Divers;Divers
2291;PRIX DE JOURNEE FIDES ALM;Autres;Divers;Divers
2295;DOTATION DE RESPONSABILITE ERRITORIALE;Autres;Divers;Divers
2299;TARIF JOURNALIER LOCAL;Autres;Divers;Divers
2300;TARIF JOURNALIER MIGRANTS;Autres;Divers;Divers
2321;FORFAIT - LONG SEJOUR PERSONNES AGEES;Autres;Divers;Divers
2411;INTERVENTION IVG;Autres;Divers;Divers
2501;FORFAIT FIR PDSES PUBLIQUE;Autres;Divers;Divers
2503;FORFAIT FIR CENTRE PERINATAUX DE PROXIMITE;Autres;Divers;Divers
3102;CONTESTATION FORFAIT STRUCTURE PS AUXILIAIRES ;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3123;TELESOINS MK;Consultations Visites;Télémédecine;Télémédecine
3159;MBRE SUP OPERE ;Autres;Divers;Divers
3160;MBRE SUP NON OPERE ;Autres;Divers;Divers
3161;AFFECTIONS SUR 2 TERRITOIRES;Radios, Analyses et Auxiliaires Médicaux;Kinésithérapie (référentiels);Rééducation
3162;MBRE INF OPERE SS REF;Radios, Analyses et Auxiliaires Médicaux;Kinésithérapie (référentiels);Membre inférieur
3163;MBRE INF NON OPERE SS REF;Radios, Analyses et Auxiliaires Médicaux;Kinésithérapie (référentiels);Membre inférieur
3164;MBRE SUP OPERE SS REF;Radios, Analyses et Auxiliaires Médicaux;Kinésithérapie (référentiels);Membre supérieur
3165;MBRE SUP NON OPERE SS REF;Radios, Analyses et Auxiliaires Médicaux;Kinésithérapie (référentiels);Membre supérieur
3210;AIDE FINANCIERE A L'INTEROPERABILITE DMP;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
3301;CONTESTATION ROSP AOD;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3302;PAIEMENT GARANTIE CONVENTIONNELLE PHARMACIE;Autres;Divers;Divers
3303;CONTESTATION GARANTIE CONVENTIONNELLE PHAMACIE;Rémunérations forfaitaires des PS;Pénalités & régularisations;Régularisations
3310;BILAN MEDICATION PARTAGE;Autres;Divers;Divers
3333;ANTI PALUDEEN;Autres;Divers;Divers
3350;BILAN MEDICATION AVEC CHANGEMENT DE TRAITEMENT;Autres;Divers;Divers
3367;BILAN MEDICATION SANS CHANGEMENT DE TRAITEMENT;Autres;Divers;Divers
3369;CODE TRACEUR DISPENSATION ADAPTEE;Autres;Divers;Divers
3378;CONTESTATION ROSP TRANSMISSION RPPS   ;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3391;REMU  OBJECTIF - PHARMACIEN;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
3392;REMU OBJECTIF - PHARMACIEN COMPLEMENT;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
3393;ROSP AVK;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3394;ROSP AVK COMPLEMENT;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3396;ROSP ASTHME;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3397;ROSP ASTHME COMPLEMENT;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3398;ROSP TRANSMISSION RPPS;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3401;CONTESTATION DISPENSATION ADAPTEE;Rémunérations forfaitaires des PS;Pénalités & régularisations;Régularisations
3406;REMU PHARMACIEN CANCER COLOREC.;Autres;Divers;Divers
3407;CONTESTATION PHARM CANCER COLO.;Rémunérations forfaitaires des PS;Pénalités & régularisations;Régularisations
3408;REMISE KIT DCC;Autres;Divers;Divers
3417;ROSP PHIE BON USAGE PDT SANTE;Rémunérations forfaitaires des PS;ROSP & forfaits médecin;Forfaits
3575;COMPLEMENT AT 150% LPP;Autres;Divers;Divers
3591;PRISE EN CHARGE DEROGATOIRE LPP;Autres;Divers;Divers
3592;PEC EXCEPTIONNELLE DÉPASSEMENT LPP;Autres;Divers;Divers
3593;TELESURVEILLANCE : FOURNISSEUR DE LA SOLUTION;Consultations Visites;Télémédecine;Télémédecine
3597;TELESURVEILLANCE 1;Consultations Visites;Télémédecine;Télémédecine
3610;SUPPLEMENT DEROGATOIRE SG SUR PRESTATION PHARMACIE NON REMBOURSABLE (CNMSS);Autres;Divers;Divers
3611;SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE NON REMBOURSABLE (CNMSS);Autres;Divers;Divers
3612;SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE REMBOURSABLE (CNMSS);Autres;Divers;Divers
4227;CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4230;PAIEMENT SORTIE BLANCHE;Autres;Divers;Divers
4234;INDICIAIRE TRANSPORT PARTAGE;Transports;Transports de malades;Transports
4235;REMBT FRAIS PARKING;Autres;Divers;Divers
4310;FRAIS EXPERTISE CTX;Autres;Divers;Divers
4311;FRAIS DE DEPLACEMENT - ENQU'TE LEGALE AT;Autres;Divers;Divers
4317;HONORAIRE COMITE  REGIONAL  RECONNAISSANCE Maladie  Professionnelle;Autres;Divers;Divers
4318;DEPLACEMENT COMITE REGIONAL RECONNAISSANCE MP;Autres;Divers;Divers
4319;DEPLACEMENT PERSONNE ENTENDUE (CRRMP);Autres;Divers;Divers
4320;AVIS SAPITEUR;Autres;Divers;Divers
4326;PRETIUM PULCHRITUDINIS;Autres;Divers;Divers
4327;PRETIUM SEXUALE;Autres;Divers;Divers
4328;PREJUDICE D'AGREMENT;Invalidité, Décès & Rentes;Pensions & rentes;Pensions & rentes
4329;PREJUDICE PERTE OU DIMINUTION PROMOTION PROFESSIONNELLE;Invalidité, Décès & Rentes;Pensions & rentes;Pensions & rentes
4330;PREJUDICES EXTRA PATRIMONIAUX - HORS IV;Invalidité, Décès & Rentes;Pensions & rentes;Pensions & rentes
4332;PREJUDICE AMIANTE;Invalidité, Décès & Rentes;Pensions & rentes;Pensions & rentes
4359;FORFAIT UTILISATION DES TELESERVICES;Autres;Divers;Divers
4360;FORFAIT PARTICIPATION A LA TELETRANSMISSION;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4361;FACTURATION FEUILLE DE SOINS (POUR INFORMATION);Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4362;ASTREINTE MEDECIN (POUR INFORMATION);Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4363;AIDE A LA FACTURATION FEUILLE DES FLUX NON SECURISES;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4364;AIDE MAINTENANCE TELETRANSMISSION;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4365;AIDE PORTABLE TELETRANSMISSION;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4366;AIDE DEMARRAGE TELETRANSMISSION;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4367;AIDE ADHESION RAPIDE DISPOSITIF;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
4369;FORFAIT PROFESSIONNEL DE SANTE CENTRE DE SANTE;Autres;Divers;Divers
4370;FORFAIT D'INCITATION FORFAITAIRE A LA NUMERISATION ET A LA TRANSMISSION;Autres;Divers;Divers
4373;EXAMEN DE SANTE;Autres;Divers;Divers
4377;PIED SUPPORT MATERIEL;Autres;Divers;Divers
4378;SUPPLEMENT OFFICINE DOM;Autres;Divers;Divers
4392;RESPONSABILITE CIVILE ECHOGRAPHIE OBSTETRICALE;Autres;Divers;Divers
4393;RESPONSABILITE CIVILE CHIRURGIE 1;Autres;Divers;Divers
4394;RESPONSABILITE CIVILE CHIRURGIE 2;Autres;Divers;Divers
4395;RESPONSABILITE CIVILE ANESTHESIE REANIMATION;Autres;Divers;Divers
4512;FORFAIT CDC COTISANT  TI;Autres;Divers;Divers
4514;FORFAIT CDC POLY-RETRAITE;Autres;Divers;Divers
4515;ALLOCATION ORPHELIN D'UN TRAVAILLEUR INDEPENDANT DECEDE;Autres;Divers;Divers
5128;FORFAIT C2S - OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS;Autres;Divers;Divers
6011;CARENCE -;Autres;Divers;Divers
6012;CARENCE +;Autres;Divers;Divers
6013;IJ CARENCE (CRPCEN);Indemnités Journalières;IJ Maladie;IJ Maladie
6014;COMPLEMENT IJ >PLAFOND   (CRPCEN);Autres;Divers;Divers
6110;IJ NORMALES + 6MOIS;Indemnités Journalières;IJ Maladie;IJ normales
6111;IJ NORMALES -3 MOIS;Indemnités Journalières;IJ Maladie;IJ normales
6112;IJ NORMALES +3MOIS;Indemnités Journalières;IJ Maladie;IJ normales
6113;IJ REDUITES -3MOIS;Indemnités Journalières;IJ Maladie;IJ réduites
6114;IJ REDUITES +3MOIS;Indemnités Journalières;IJ Maladie;IJ réduites
6117;IJ PARTIELLE,  PERTE DE SALAIRE -3MOIS;Indemnités Journalières;Autres revenus de remplacement;Autres revenus de remplacement
6118;IJ PARTIELLE,  PERTE DE SALAIRE +3MOIS;Indemnités Journalières;Autres revenus de remplacement;Autres revenus de remplacement
6120;INDEMNITE TEMPORAIRE D'INAPTITUDE AT/MP;Indemnités Journalières;IJ AT-MP;IJ AT-MP
6122;IJ POSTNATALES;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6123;IJ EN CAS D  ADOPTION;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6124;IJ CONGE SUPPLEMENTAIRE PREMA;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6125;INDEMNITE REMPLACEMENT CONJOINTS COLLABORATEURS TI;Indemnités Journalières;IJ Maladie;IJ Maladie
6131;IJ NORMALES POUR CURE THERMALE;Indemnités Journalières;IJ Maladie;IJ normales
6132;IJ MAJOREES POUR CURE THERMALE;Indemnités Journalières;IJ Maladie;IJ majorées
6133;IJ REDUITES POUR CURE THERMALE;Indemnités Journalières;IJ Maladie;IJ réduites
6134;IJ MALADIE  PAMC MOINS DE 3 MOIS;Indemnités Journalières;IJ Maladie;IJ Maladie
6135;IJ MALADIE  PAMC PLUS DE 3 MOIS;Indemnités Journalières;IJ Maladie;IJ Maladie
6208;FORFAIT CONGE REPIT POUR DECES DE L'ENFANT PAMC;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6209;CONGE REPIT POUR DECES DE L'ENFANT;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6210;IJ PATERNITE HOSPITALISATION ENFANT;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6212;IJ CONGE MATERNITE AU PERE;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6214;IJ CONGE SUPPLEMENTAIRE MATERNITE PAMC;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6215;IJ CONGE POSTNATAL PAMC;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6231;IJ CONGE PRENATAL PAMC;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6232;IJ CONGE ADOPTION PAMC;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6233;IJ CONGE PATHOLOGIQUE PAMC;Indemnités Journalières;IJ Maladie;IJ Maladie
6236;IJ PATERNITE PAMC;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
